# CONVERGE Release Build 2.4.21/  Sep 13, 2018       Run Date:Sat Apr  1 22:40:33 2023
# column             1                     2                     3                     4                     5                     6                     7                     8                     9                    10                    11                    12                    13                    14
#                 Time          Cycle_Number             Flow_Rate              Tot_Mass              Velocity              Tot_Pres           Static_Pres              Avg_Temp             Flow_Rate              Tot_Mass              Velocity              Tot_Pres           Static_Pres              Avg_Temp
#            (seconds)              (number)                (kg/s)                  (kg)                 (m/s)                  (Pa)                  (Pa)                   (K)                (kg/s)                  (kg)                 (m/s)                  (Pa)                  (Pa)                   (K)
#               (none)                (none)        Regions_1_to_2        Regions_1_to_2        Regions_1_to_2        Regions_1_to_2        Regions_1_to_2        Regions_1_to_2        Regions_1_to_3        Regions_1_to_3        Regions_1_to_3        Regions_1_to_3        Regions_1_to_3        Regions_1_to_3
         2.9643577e-02                  4442         5.3341245e-02         4.1237634e-04         2.2336466e+01         2.5937895e+05         2.5657896e+05         5.2640398e+02        -7.5359199e-02        -3.3391015e-04        -9.4496883e+00         2.6051431e+05         2.6002978e+05         3.2324309e+02
         2.9721316e-02                  4462         5.3345690e-02         4.1652605e-04         2.2113706e+01         2.5972238e+05         2.5693178e+05         5.1920621e+02        -7.1509060e-02        -3.3960459e-04        -8.9744045e+00         2.6052531e+05         2.6007882e+05         3.2325897e+02
         2.9800710e-02                  4481         5.2795850e-02         4.2073523e-04         2.1784251e+01         2.5961378e+05         2.5685902e+05         5.1400584e+02        -6.8901296e-02        -3.4518750e-04        -8.6670984e+00         2.6029342e+05         2.5987667e+05         3.2318524e+02
         2.9884231e-02                  4502         5.2235457e-02         4.2511999e-04         2.1477116e+01         2.5930417e+05         2.5658642e+05         5.0994494e+02        -6.6741927e-02        -3.5084139e-04        -8.4230029e+00         2.6030799e+05         2.5991659e+05         3.2319998e+02
         2.9961389e-02                  4521         5.1404910e-02         4.2911774e-04         2.1080502e+01         2.5886213e+05         2.5619118e+05         5.0686589e+02        -6.5118016e-02        -3.5592450e-04        -8.2461632e+00         2.6019479e+05         2.5982252e+05         3.2316932e+02
         3.0042802e-02                  4541         5.0789624e-02         4.3327676e-04         2.0779200e+01         2.5865036e+05         2.5602228e+05         5.0462170e+02        -6.2642577e-02        -3.6115116e-04        -8.0143001e+00         2.6041520e+05         2.6006572e+05         3.2326476e+02
         3.0122217e-02                  4560         5.0007348e-02         4.3727932e-04         2.0400968e+01         2.5860149e+05         2.5602371e+05         5.0332431e+02        -5.9699854e-02        -3.6598824e-04        -7.6461765e+00         2.6057582e+05         2.6024927e+05         3.2335496e+02
         3.0201455e-02                  4579         5.0310891e-02         4.4124359e-04         2.0446805e+01         2.5951247e+05         2.5691880e+05         5.0302396e+02        -5.7790729e-02        -3.7064014e-04        -7.4417319e+00         2.5996215e+05         2.5965601e+05         3.2316491e+02
         3.0283897e-02                  4597         4.9752441e-02         4.4537824e-04         2.0183277e+01         2.5966566e+05         2.5711176e+05         5.0221731e+02        -5.7385774e-02        -3.7537436e-04        -7.4208298e+00         2.6014701e+05         2.5985128e+05         3.2325061e+02
         3.0364774e-02                  4615         4.9426393e-02         4.4937723e-04         2.0072893e+01         2.5898482e+05         2.5646190e+05         5.0107037e+02        -5.4675020e-02        -3.7991703e-04        -7.0967406e+00         2.6048059e+05         2.6020933e+05         3.2339502e+02
         3.0444213e-02                  4633         4.9829523e-02         4.5332982e-04         2.0244924e+01         2.5902228e+05         2.5647643e+05         5.0011473e+02        -5.1172101e-02        -3.8411746e-04        -6.6548834e+00         2.6058816e+05         2.6034156e+05         3.2347599e+02
         3.0522989e-02                  4651         4.9483566e-02         4.5723957e-04         2.0015880e+01         2.5912005e+05         2.5661011e+05         4.9870914e+02        -4.8636783e-02        -3.8802344e-04        -6.3613473e+00         2.6018141e+05         2.5995512e+05         3.2339871e+02
         3.0601630e-02                  4669         4.9864247e-02         4.6114120e-04         2.0094182e+01         2.5925321e+05         2.5672948e+05         4.9622600e+02        -4.8807183e-02        -3.9185012e-04        -6.4147857e+00         2.5980327e+05         2.5958296e+05         3.2332754e+02
         3.0682092e-02                  4687         4.9597273e-02         4.6514584e-04         1.9934299e+01         2.5884727e+05         2.5635632e+05         4.9259009e+02        -4.8858664e-02        -3.9577813e-04        -6.4327160e+00         2.6011672e+05         2.5990068e+05         3.2354037e+02
         3.0760379e-02                  4706         4.9607824e-02         4.6902307e-04         1.9872752e+01         2.5842985e+05         2.5596409e+05         4.8899131e+02        -4.8070358e-02        -3.9957815e-04        -6.3308518e+00         2.6016914e+05         2.5996065e+05         3.2359531e+02
         3.0842670e-02                  4724         5.0104492e-02         4.7313270e-04         1.9952776e+01         2.5884125e+05         2.5637125e+05         4.8568814e+02        -4.7511826e-02        -4.0350187e-04        -6.2702691e+00         2.6002312e+05         2.5981948e+05         3.2354571e+02
         3.0924226e-02                  4743         4.9957396e-02         4.7721106e-04         1.9794298e+01         2.5905867e+05         2.5662386e+05         4.8288803e+02        -4.7940506e-02        -4.0739729e-04        -6.3363036e+00         2.5988228e+05         2.5967886e+05         3.2349443e+02
         3.1000023e-02                  4762         5.0290481e-02         4.8100953e-04         1.9881795e+01         2.5902022e+05         2.5658430e+05         4.8077297e+02        -4.7796479e-02        -4.1103058e-04        -6.3134093e+00         2.6011897e+05         2.5991828e+05         3.2360383e+02
         3.1081747e-02                  4784         5.0420680e-02         4.8512564e-04         1.9895700e+01         2.5896516e+05         2.5653556e+05         4.7922304e+02        -4.6213390e-02        -4.1486585e-04        -6.1267005e+00         2.6030623e+05         2.6011578e+05         3.2373755e+02
         3.1162536e-02                  4804         5.0713902e-02         4.8921070e-04         1.9973455e+01         2.5924076e+05         2.5680889e+05         4.7857489e+02        -4.3950915e-02        -4.1849566e-04        -5.8279137e+00         2.6025468e+05         2.6007702e+05         3.2372261e+02
         3.1241929e-02                  4821         5.0883285e-02         4.9324889e-04         2.0031110e+01         2.5941076e+05         2.5697499e+05         4.7860176e+02        -4.2706224e-02        -4.2193126e-04        -5.6683982e+00         2.6011133e+05         2.5994237e+05         3.2370053e+02
         3.1320669e-02                  4841         5.0768974e-02         4.9725048e-04         2.0016931e+01         2.5924418e+05         2.5682418e+05         4.7897430e+02        -4.1362972e-02        -4.2524373e-04        -5.4874392e+00         2.6022130e+05         2.6006110e+05         3.2389420e+02
         3.1402733e-02                  4860         5.0738905e-02         5.0141549e-04         2.0042185e+01         2.5897648e+05         2.5656507e+05         4.7974570e+02        -3.9986762e-02        -4.2857963e-04        -5.3039356e+00         2.6022225e+05         2.6007043e+05         3.2393958e+02
         3.1482221e-02                  4878         5.0669481e-02         5.0544461e-04         2.0037238e+01         2.5898019e+05         2.5658043e+05         4.8061678e+02        -3.8902154e-02        -4.3169830e-04        -5.1836072e+00         2.6007507e+05         2.5992785e+05         3.2384195e+02
         3.1564251e-02                  4896         5.0384693e-02         5.0958910e-04         1.9942751e+01         2.5895941e+05         2.5658202e+05         4.8130878e+02        -3.9021238e-02        -4.3489215e-04        -5.2081162e+00         2.5990303e+05         2.5975628e+05         3.2382009e+02
         3.1640318e-02                  4913         5.0057002e-02         5.1340826e-04         1.9826642e+01         2.5877735e+05         2.5642498e+05         4.8171378e+02        -3.9472192e-02        -4.3787382e-04        -5.2695445e+00         2.5996398e+05         2.5981552e+05         3.2394421e+02
         3.1723124e-02                  4931         5.0001590e-02         5.1755123e-04         1.9807969e+01         2.5873402e+05         2.5639442e+05         4.8189545e+02        -3.9248256e-02        -4.4114368e-04        -5.2611315e+00         2.6006942e+05         2.5991881e+05         3.2395346e+02
         3.1802605e-02                  4947         4.9872056e-02         5.2152023e-04         1.9753670e+01         2.5884650e+05         2.5651880e+05         4.8171731e+02        -3.9186676e-02        -4.4426334e-04        -5.2548265e+00         2.6002996e+05         2.5987839e+05         3.2398902e+02
         3.1880174e-02                  4965         4.9882347e-02         5.2538677e-04         1.9733101e+01         2.5896648e+05         2.5664358e+05         4.8137783e+02        -3.8890615e-02        -4.4728425e-04        -5.2139309e+00         2.6002908e+05         2.5987803e+05         3.2409557e+02
         3.1962942e-02                  4982         5.0005222e-02         5.2952350e-04         1.9765929e+01         2.5908351e+05         2.5675643e+05         4.8072734e+02        -3.8378639e-02        -4.5049086e-04        -5.1723032e+00         2.6009931e+05         2.5994702e+05         3.2414621e+02
         3.2042643e-02                  4999         4.7623519e-02         5.3343051e-04         1.9058463e+01         2.5932591e+05         2.5703695e+05         4.8021539e+02        -3.7700293e-02        -4.5352679e-04        -5.0861508e+00         2.6013060e+05         2.5998117e+05         3.2424289e+02
         3.2123230e-02                  5016         4.7818310e-02         5.3727008e-04         1.9458009e+01         2.5915743e+05         2.5680557e+05         4.7934437e+02        -3.6832003e-02        -4.5652071e-04        -4.9693599e+00         2.6011452e+05         2.5996834e+05         3.2439984e+02
         3.2201978e-02                  5032         4.8036851e-02         5.4104428e-04         2.0091623e+01         2.5900166e+05         2.5658610e+05         4.7840563e+02        -3.5843622e-02        -4.5938522e-04        -4.8579260e+00         2.6012205e+05         2.5997708e+05         3.2448453e+02
         3.2281255e-02                  5050         4.7927312e-02         5.4484681e-04         2.1094107e+01         2.5900382e+05         2.5649148e+05         4.7762231e+02        -3.5380286e-02        -4.6220977e-04        -4.7985055e+00         2.6006463e+05         2.5992016e+05         3.2458235e+02
         3.2360081e-02                  5066         4.7866906e-02         5.4862016e-04         2.1829993e+01         2.5889708e+05         2.5629087e+05         4.7643720e+02        -3.5222966e-02        -4.6498140e-04        -4.7833016e+00         2.5998917e+05         2.5984476e+05         3.2473011e+02
         3.2443872e-02                  5083         4.7782463e-02         5.5263097e-04         2.2684420e+01         2.5892955e+05         2.5620226e+05         4.7567263e+02        -3.4864975e-02        -4.6791331e-04        -4.7554721e+00         2.6004468e+05         2.5989614e+05         3.2485264e+02
         3.2520868e-02                  5101         4.7574191e-02         5.5630491e-04         2.3068959e+01         2.5886418e+05         2.5604271e+05         4.7616763e+02        -3.4438102e-02        -4.7058719e-04        -4.7003870e+00         2.6007606e+05         2.5992770e+05         3.2503176e+02
         3.2600228e-02                  5119         4.7471987e-02         5.6007226e-04         2.3130471e+01         2.5872179e+05         2.5584266e+05         4.7609845e+02        -3.4215616e-02        -4.7331148e-04        -4.6759481e+00         2.6004359e+05         2.5989455e+05         3.2519301e+02
         3.2681916e-02                  5135         4.7522279e-02         5.6395551e-04         2.4977951e+01         2.5890342e+05         2.5579193e+05         4.7431933e+02        -3.4013370e-02        -4.7608605e-04        -4.6717514e+00         2.5998702e+05         2.5983182e+05         3.2529868e+02
         3.2765041e-02                  5155         4.7234920e-02         5.6789269e-04         2.6231237e+01         2.5873333e+05         2.5546488e+05         4.7466559e+02        -3.3599833e-02        -4.7888930e-04        -4.6149834e+00         2.6007978e+05         2.5992432e+05         3.2556049e+02
         3.2844073e-02                  5171         4.7113862e-02         5.7161775e-04         2.6801822e+01         2.5865446e+05         2.5521436e+05         4.7466227e+02        -3.2538004e-02        -4.8150219e-04        -4.4906031e+00         2.6017543e+05         2.6001842e+05         3.2574398e+02
         3.2922754e-02                  5188         4.6985615e-02         5.7532379e-04         2.6892533e+01         2.5870588e+05         2.5512014e+05         4.7402531e+02        -3.1652622e-02        -4.8402767e-04        -4.3693746e+00         2.6009446e+05         2.5994130e+05         3.2592828e+02
         3.3000122e-02                  5206         4.6611532e-02         5.7893925e-04         2.7825499e+01         2.5854323e+05         2.5479817e+05         4.7384515e+02        -3.1326282e-02        -4.8646014e-04        -4.3331295e+00         2.6002028e+05         2.5986674e+05         3.2608366e+02
         3.3083024e-02                  5223         4.6513357e-02         5.8280474e-04         2.9796224e+01         2.5849612e+05         2.5445360e+05         4.7303311e+02        -3.0582635e-02        -4.8901387e-04        -4.2484589e+00         2.6011418e+05         2.5995676e+05         3.2630858e+02
         3.3162251e-02                  5240         4.6062205e-02         5.8647072e-04         3.0665100e+01         2.5834200e+05         2.5405713e+05         4.7197743e+02        -2.9594560e-02        -4.9139093e-04        -4.1121323e+00         2.6014624e+05         2.5999365e+05         3.2659989e+02
         3.3242703e-02                  5257         4.5957660e-02         5.9016455e-04         3.0907705e+01         2.5855902e+05         2.5400293e+05         4.7098785e+02        -2.8368835e-02        -4.9371790e-04        -3.9621200e+00         2.6015379e+05         2.6000017e+05         3.2682001e+02
         3.3324292e-02                  5275         4.5344527e-02         5.9389177e-04         3.1598822e+01         2.5819057e+05         2.5341558e+05         4.6920083e+02        -2.7841963e-02        -4.9601061e-04        -3.8894979e+00         2.6001300e+05         2.5986063e+05         3.2704269e+02
         3.3401633e-02                  5292         4.4897628e-02         5.9737612e-04         3.2245765e+01         2.5797331e+05         2.5290371e+05         4.6765637e+02        -2.7214674e-02        -4.9815613e-04        -3.8226591e+00         2.6010133e+05         2.5994538e+05         3.2733266e+02
         3.3481343e-02                  5311         4.4425697e-02         6.0093921e-04         3.3365826e+01         2.5779052e+05         2.5232409e+05         4.6527297e+02        -2.6374973e-02        -5.0029265e-04        -3.7063728e+00         2.6023757e+05         2.6008149e+05         3.2761274e+02
         3.3560517e-02                  5330         4.3811501e-02         6.0443186e-04         3.4791229e+01         2.5772300e+05         2.5187192e+05         4.6281031e+02        -2.5059350e-02        -5.0232228e-04        -3.5217119e+00         2.6012180e+05         2.5997402e+05         3.2791061e+02
         3.3640909e-02                  5351         4.3325855e-02         6.0793391e-04         3.5124867e+01         2.5780274e+05         2.5148206e+05         4.6030306e+02        -2.3742525e-02        -5.0426908e-04        -3.3545534e+00         2.6016903e+05         2.6002070e+05         3.2816598e+02
         3.3720888e-02                  5374         4.2405866e-02         6.1135990e-04         3.6223992e+01         2.5739265e+05         2.5068153e+05         4.5775636e+02        -2.2813426e-02        -5.0613552e-04        -3.2043114e+00         2.6006434e+05         2.5991972e+05         3.2842961e+02
         3.3800283e-02                  5397         4.1588330e-02         6.1468681e-04         3.7355842e+01         2.5707835e+05         2.4981421e+05         4.5522738e+02        -2.1196381e-02        -5.0789073e-04        -2.9528722e+00         2.6034737e+05         2.6020010e+05         3.2891409e+02
         3.3883296e-02                  5423         4.0388339e-02         6.1808748e-04         3.9029650e+01         2.5686999e+05         2.4904959e+05         4.5300415e+02        -1.9156619e-02        -5.0956418e-04        -2.6778462e+00         2.6029655e+05         2.6016644e+05         3.2916799e+02
         3.3961790e-02                  5447         3.9166408e-02         6.2120361e-04         4.0518414e+01         2.5687580e+05         2.4842705e+05         4.5048209e+02        -1.7537550e-02        -5.1099603e-04        -2.4297990e+00         2.6014025e+05         2.6001599e+05         3.2940407e+02
         3.4042587e-02                  5474         3.7629601e-02         6.2431241e-04         4.1081799e+01         2.5664035e+05         2.4749449e+05         4.4921181e+02        -1.5832132e-02        -5.1232842e-04        -2.1975210e+00         2.6028194e+05         2.6016470e+05         3.2969292e+02
         3.4122350e-02                  5501         3.5696332e-02         6.2723437e-04         4.4007861e+01         2.5602891e+05         2.4610734e+05         4.4702559e+02        -1.3398751e-02        -5.1349570e-04        -1.8495805e+00         2.6034161e+05         2.6023877e+05         3.3004782e+02
         3.4200537e-02                  5532         3.3746372e-02         6.2996176e-04         4.3943938e+01         2.5635536e+05         2.4556539e+05         4.4553923e+02        -1.0569685e-02        -5.1442760e-04        -1.4663529e+00         2.6048994e+05         2.6041224e+05         3.3045432e+02
         3.4281434e-02                  5566         3.1238642e-02         6.3258515e-04         4.5956434e+01         2.5642541e+05         2.4477090e+05         4.4384962e+02        -8.3077959e-03        -5.1519305e-04        -1.1680599e+00         2.6020725e+05         2.6014915e+05         3.3080168e+02
         3.4361777e-02                  5602         2.8560087e-02         6.3498341e-04         4.6371851e+01         2.5702846e+05         2.4425335e+05         4.4246670e+02        -5.4541195e-03        -5.1574978e-04        -7.7768714e-01         2.6051398e+05         2.6047983e+05         3.3140569e+02
         3.4441734e-02                  5640         2.5113589e-02         6.3712430e-04         5.1760589e+01         2.5520118e+05         2.4268230e+05         4.4187035e+02        -9.4787603e-04        -5.1606453e-04        -1.3531335e-01         2.6082927e+05         2.6082433e+05         3.3196946e+02
         3.4520955e-02                  5675         2.1467413e-02         6.3896300e-04         4.7568261e+01         2.5616556e+05         2.4408601e+05         4.4161797e+02         2.9646190e-04        -5.1604653e-04         3.7935825e-02         2.6013694e+05         2.6013520e+05         3.3020076e+02
         3.4602073e-02                  5710         1.7556677e-02         6.4055548e-04         5.0636953e+01         2.5528634e+05         2.4413736e+05         4.4265529e+02        -1.1075175e-04        -5.1602956e-04        -1.3506247e-02         2.5954123e+05         2.5953975e+05         3.2915255e+02
         3.4680327e-02                  5739         1.3604949e-02         6.4177254e-04         4.9716554e+01         2.5591979e+05         2.4568609e+05         4.4397027e+02         6.7150874e-05        -5.1603276e-04         9.3272625e-03         2.6051453e+05         2.6051280e+05         3.3216913e+02
         3.4760026e-02                  5772         1.0411688e-02         6.4273599e-04         6.5792679e+01         2.6037075e+05         2.4890048e+05         4.4783773e+02         2.4690236e-04        -5.1601464e-04         3.4436908e-02         2.5974514e+05         2.5974349e+05         3.3239077e+02
         3.4840659e-02                  5808         6.8758396e-03         6.4344136e-04         7.1108964e+01         2.6464163e+05         2.5304634e+05         4.5216305e+02        -1.0839674e-04        -5.1600910e-04        -1.3193767e-02         2.5991386e+05         2.5991249e+05         3.3031540e+02
         3.4920376e-02                  5853         1.7857418e-03         6.4376863e-04         5.7855065e+01         2.5897976e+05         2.5612837e+05         4.6377397e+02         1.7990978e-04        -5.1600653e-04         2.5031385e-02         2.6034141e+05         2.6033994e+05         3.3335801e+02
         3.5000651e-02                  5909        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         1.5683502e-04        -5.1598900e-04         1.9204416e-02         2.5965028e+05         2.5964908e+05         3.3098761e+02
         3.5080400e-02                  5928        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00        -2.9725045e-07        -5.1598750e-04        -4.1316150e-05         2.6015646e+05         2.6015506e+05         3.3427076e+02
         3.5163351e-02                  5941        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         1.7711860e-04        -5.1597848e-04         2.4661232e-02         2.6005436e+05         2.6005303e+05         3.3467459e+02
         3.5246204e-02                  5954        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         5.2383672e-05        -5.1596836e-04         7.3061412e-03         2.5985505e+05         2.5985374e+05         3.3503957e+02
         3.5323761e-02                  5966        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         7.3564296e-05        -5.1596499e-04         1.0261232e-02         2.6013949e+05         2.6013822e+05         3.3553121e+02
         3.5400946e-02                  5978        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         1.2368093e-04        -5.1595612e-04         1.7277713e-02         2.5996243e+05         2.5996119e+05         3.3585824e+02
         3.5483078e-02                  5991        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         5.4215546e-05        -5.1594925e-04         7.5841919e-03         2.5997075e+05         2.5996954e+05         3.3625872e+02
         3.5560134e-02                  6003        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         1.0333094e-04        -5.1594387e-04         1.2732224e-02         2.6006794e+05         2.6006694e+05         3.3337184e+02
         3.5643549e-02                  6016        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         8.6473755e-05        -5.1593492e-04         1.2246936e-02         2.5995605e+05         2.5995489e+05         3.3721015e+02
         3.5720373e-02                  6028        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         6.2250793e-05        -5.1592964e-04         8.8249855e-03         2.6001120e+05         2.6001005e+05         3.3758755e+02
         3.5803543e-02                  6041        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         8.4254895e-05        -5.1592346e-04         1.1957112e-02         2.6001892e+05         2.6001780e+05         3.3796629e+02
         3.5880392e-02                  6053        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         7.1917626e-05        -5.1591729e-04         1.0222105e-02         2.5997804e+05         2.5997694e+05         3.3829851e+02
         3.5963617e-02                  6066        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         6.7457630e-05        -5.1591177e-04         9.5980105e-03         2.6001833e+05         2.6001725e+05         3.3868046e+02
         3.6001987e-02                  6072        -0.0000000e+00         6.4383057e-04        -0.0000000e+00         0.0000000e+00         0.0000000e+00         0.0000000e+00         7.3371223e-05        -5.1590905e-04         1.0441341e-02         2.6001755e+05         2.6001648e+05         3.3884480e+02
